UFSigla;gtap;elasticities
PA;30.0;-0.5620667154962238
PA;31.0;1.6193304619635036
PA;32.0;-0.09208854744231942
PA;33.0;4.6384533089542135
PA;34.0;1.545275325157501
PA;35.0;1.9641656418323912
PA;36.0;0.6440965677476207
PA;37.0;2.440552306484017
PA;38.0;0.4230550465098535
PA;39.0;1.9905483482050643
PA;40.0;2.1142484422089405
PA;41.0;2.6059698296799
PA;42.0;2.26519420663414
PA;43.0;-1.0241758386306756
PA;44.0;1.172366301696029
PA;45.0;2.3139655592263892
PA;46.0;1.404880116696697
PA;47.0;1.2681588976834703
PA;48.0;1.1710816867872396
PA;49.0;0.46691614210308785
PA;50.0;1.81320868730886
PA;51.0;0.771016890703903
PA;52.0;1.5030420817992045
PA;53.0;0.8004137366981308
PA;54.0;1.6567648027079507
PA;55.0;1.3639809259382094
PA;56.0;1.4307005621827678
PA;57.0;1.9423587408570002
PB;1.0;-17.68132200341931
PB;3.0;2.654174803890875
PB;4.0;0.7306137360516232
PB;5.0;1.521202870079133
PB;6.0;1.5943080381954076
PB;7.0;0.02740115963259626
PB;8.0;38.16864234066968
PB;9.0;3.6625168001584427
PB;10.0;2.4478153904580466
PB;11.0;-20.124087217642625
PB;12.0;-1.6180294503702752
PB;13.0;0.2665807417816888
PB;14.0;1.9968098520471074
PB;15.0;-1.7741499676779933
PB;16.0;1.1239489587908498
PB;18.0;-0.9415831850376861
PB;19.0;3.926010721202168
PB;20.0;6.203182686991587
PB;21.0;-0.13499042763316993
PB;22.0;1.9012498874904278
PB;23.0;6.664836295869456
PB;24.0;1.5505298225067854
PB;25.0;1.215006667459165
PB;26.0;0.044219181787038764
PB;27.0;0.2036612172002279
PB;28.0;1.6474167980443344
PB;29.0;0.4170939784712884
PB;30.0;3.341418840005778
PB;31.0;-0.5196895349111053
PB;32.0;-0.11041231168538346
PB;33.0;1.5061526965423049
PB;34.0;1.3803177368500776
PB;35.0;1.2019972679006372
PB;36.0;0.28285882583795363
PB;37.0;1.806483995995305
PB;38.0;2.241041331743184
PB;39.0;6.244311882905655
PB;40.0;-1.1463321443428125
PB;41.0;0.7766362244359604
PB;42.0;1.4978486634750716
PB;43.0;1.609223657071766
PB;44.0;1.9957869409220552
PB;45.0;2.0156084921630253
PB;46.0;1.4248928301669705
PB;47.0;1.52967559782768
PB;48.0;0.9549106255677948
PB;49.0;0.47716040163514517
PB;50.0;1.8328642787202583
PB;51.0;0.5357730074727645
PB;52.0;1.2999350720438478
PB;53.0;1.1011372050472552
PB;54.0;1.7146064373456618
PB;55.0;1.749851025015488
PB;56.0;1.023896402497936
PB;57.0;2.4926245938123044
PE;1.0;-7.568916343988548
PE;2.0;0.0
PE;3.0;-16.402298487412196
PE;4.0;0.0024050861426587744
PE;5.0;1.4897268105262356
PE;6.0;-1.3432629079251512
PE;7.0;0.9208047880623482
PE;8.0;1.593302903261275
PE;9.0;1.3610187989997087
PE;10.0;0.9720852906554143
PE;11.0;4.129644449287241
PE;12.0;3.2317985558994806
PE;13.0;7.815861833138366
PE;14.0;-2.1114977142434057
PE;15.0;-38.42435729583693
PE;16.0;1.1302880708023402
PE;18.0;1.4979343416595157
PE;19.0;4.216733879533584
PE;20.0;1.515134939967382
PE;21.0;0.15559540497349467
PE;22.0;1.4815748720325992
PE;23.0;2.4369188582335752
PE;24.0;0.45561168062609525
PE;25.0;1.1417462646232428
PE;26.0;1.2194884566903659
PE;27.0;2.103655366183008
PE;28.0;1.900146159282217
PE;29.0;1.8320294858488229
PE;30.0;3.199432817350629
PE;31.0;2.776424145796227
PE;32.0;0.6436128535195778
PE;33.0;0.8665351699810877
PE;34.0;1.1017256703970553
PE;35.0;2.5306430109259974
PE;36.0;1.053638849730369
PE;37.0;1.597551977832957
PE;38.0;0.8057584460595333
PE;39.0;8.189079298881158
PE;40.0;0.7389744010764563
PE;41.0;2.9267246289834414
PE;42.0;1.6074144648891853
PE;43.0;5.33114883409371
PE;44.0;3.60041045408503
PE;45.0;1.302383230638469
PE;46.0;1.5077833952155641
PE;47.0;1.2671931236146783
PE;48.0;1.4963007188406259
PE;49.0;0.9734611356178533
PE;50.0;1.3095774366830248
PE;51.0;1.481076734077364
PE;52.0;1.3442469709542806
PE;53.0;0.8234904922075366
PE;54.0;1.1281793014763473
PE;55.0;1.280418534242525
PE;56.0;1.2182926170926933
PE;57.0;1.3999309100705961
PI;1.0;-5.2200352905321665
PI;2.0;0.0
PI;3.0;4.57314624982439
PI;4.0;-4.054489980869619
PI;5.0;2.6305634683816574
PI;6.0;19.56221297789771
PI;7.0;2.76630651889465
PI;8.0;5.1932696202064506
PI;9.0;11.108768784727374
PI;10.0;4.677505398533754
PI;11.0;27.463416103383764
PI;12.0;0.573602463720924
PI;13.0;1.4834267670597459
PI;14.0;4.158794121025764
PI;15.0;-85.55126535413481
PI;16.0;-3.552713678800501e-15
PI;18.0;-0.25054179334781423
PI;19.0;2.1751619293263085
PI;20.0;4.0423376794551125
PI;21.0;-0.10502628636494649
PI;22.0;0.9043542026941331
PI;23.0;0.6822795818205876
PI;24.0;10.385500077102114
PI;25.0;1.4095816638477228
PI;26.0;1.0957441083199706
PI;27.0;1.8928624994124128
PI;28.0;1.206521150537375
PI;29.0;1.69917725983509
PI;30.0;1.8318118313735567
PI;31.0;6.651603504175055
PI;32.0;-0.685819056716026
PI;33.0;1.3538280565718868
PI;34.0;0.9893960465790279
PI;35.0;-4.034489669267009
PI;36.0;1.9351952950877198
PI;37.0;2.0115178275372747
PI;38.0;2.6335926010529183
PI;39.0;0.41090607373260735
PI;40.0;3.1980794237225316
PI;41.0;0.8002483318328375
PI;42.0;1.7669898651131142
PI;43.0;2.604944970944217
PI;44.0;0.004963018028709465
PI;45.0;-3.3896160026186557
PI;46.0;1.2854873383940113
PI;47.0;1.3921623556522391
PI;48.0;0.7525096802872113
PI;49.0;-1.0122991037706806
PI;50.0;1.2350622084327396
PI;51.0;0.7437577013770085
PI;52.0;0.516395167374597
PI;53.0;2.830748003335021
PI;54.0;2.4542653966328167
PI;55.0;1.4985217764804482
PI;56.0;1.0240579993695178
PI;57.0;1.5867795445690707
PR;1.0;7.397552865716747
PR;2.0;-0.009211225200168371
PR;3.0;0.1996788001115135
PR;4.0;2.744276810323271
PR;5.0;1.3697350769235328
PR;6.0;7.099684956720836
PR;7.0;1.399603161308871
PR;8.0;-0.3033022553019009
PR;9.0;-1.2992158369968365
PR;10.0;1.478067772772377
PR;11.0;2.4096430130016415
PR;12.0;0.7672352238987958
PR;13.0;1.0631869247235888
PR;14.0;-0.45846604335575947
PR;15.0;0.21282152229379037
PR;16.0;0.054016862154362855
PR;18.0;0.7249737484487611
PR;19.0;0.06130579649642165
PR;20.0;1.521085237138898
PR;21.0;0.8951199109780958
PR;22.0;1.0842485561554174
PR;23.0;-2.5107925156042796
PR;24.0;1.8316588474695656
PR;25.0;1.0067283495433
PR;26.0;1.130480501866756
PR;27.0;0.7121868539592011
PR;28.0;0.9851534030826414
PR;29.0;2.0218836471300303
PR;30.0;0.6265849916320203
PR;31.0;0.9359413241103596
PR;32.0;-0.7668527613305862
PR;33.0;1.5248075826392196
PR;34.0;1.1690123618601103
PR;35.0;1.512956182689221
PR;36.0;2.128628110459097
PR;37.0;1.1269399711766575
PR;38.0;1.1592078496864016
PR;39.0;2.254079220485215
PR;40.0;1.8974547689379975
PR;41.0;1.5389613029194447
PR;42.0;0.9180584098945523
PR;43.0;0.1107864446278981
PR;44.0;1.287112930041424
PR;45.0;1.1996577059715037
PR;46.0;1.175297298493776
PR;47.0;0.9558102976661367
PR;48.0;1.0996038193482196
PR;49.0;0.6783800754502076
PR;50.0;1.492624015620911
PR;51.0;1.0874671028022451
PR;52.0;1.0422118098238968
PR;53.0;1.0635446832598152
PR;54.0;1.0423642159276305
PR;55.0;0.5925278939663592
PR;56.0;0.9470091752533136
PR;57.0;0.9424967848284869
RJ;1.0;-18.214327547054232
RJ;2.0;0.0
RJ;3.0;-3.176067173465384
RJ;4.0;-0.531993462338761
RJ;5.0;-0.553921356236275
RJ;6.0;-3.8743619363299615
RJ;7.0;-0.029210540216018543
RJ;8.0;1.9953616897071242
RJ;9.0;0.09871310430560243
RJ;10.0;-0.7678296525614741
RJ;11.0;-5.627860225558322
RJ;12.0;-0.941275352826608
RJ;13.0;-0.22136092174351818
RJ;14.0;0.9573745171295229
RJ;15.0;-10.642456868178314
RJ;16.0;0.889170325574483
RJ;18.0;2.7799010335076417
RJ;19.0;-0.5557223642042484
RJ;20.0;0.3015789081152782
RJ;21.0;-0.1321602561184001
RJ;22.0;0.41497628506672335
RJ;23.0;10.473504712768865
RJ;24.0;-2.2086091140747826
RJ;25.0;0.331710437361842
RJ;26.0;0.39396639209713635
RJ;27.0;-0.2220272519123565
RJ;28.0;1.0049593442341767
RJ;29.0;1.602851946959773
RJ;30.0;0.6509495263359018
RJ;31.0;-0.19305983301656227
RJ;32.0;4.1700756165758115
RJ;33.0;0.7121581160141162
RJ;34.0;0.4985383787942066
RJ;35.0;0.8216272513099145
RJ;36.0;1.8117983218852345
RJ;37.0;0.9694253306559055
RJ;38.0;1.6600891650191176
RJ;39.0;0.7711435944421652
RJ;40.0;-0.3151688121964291
RJ;41.0;0.5025262560934038
RJ;42.0;1.413413193486937
RJ;43.0;1.177242340191853
RJ;44.0;0.15018828711873233
RJ;45.0;0.19478332752137817
RJ;46.0;0.9908590376275708
RJ;47.0;0.7666219400946588
RJ;48.0;0.8773209050798236
RJ;49.0;1.1595386529606975
RJ;50.0;1.058575739629152
RJ;51.0;1.0461183879786766
RJ;52.0;0.45183542733244053
RJ;53.0;0.6636483204931363
RJ;54.0;0.636598756037813
RJ;55.0;1.1415915457998196
RJ;56.0;0.7681628554032436
RJ;57.0;0.6929996346003344
RN;1.0;4.349916450607907
RN;3.0;1.4923616185495803
RN;4.0;-3.2850055644616987
RN;5.0;3.489913799685352
RN;6.0;-4.497289400664073
RN;7.0;-3.4244891623931615
RN;8.0;1.7572300564318368
RN;9.0;-1.1000622598947132
RN;10.0;-0.8426812727194317
RN;11.0;4.387546756568213
RN;12.0;1.0871201254715182
RN;13.0;12.929349483699804
RN;14.0;2.0482893747741713
RN;16.0;0.5846246861204278
RN;18.0;0.033283249483588406
RN;19.0;-0.27997924768377835
RN;20.0;0.6531077876953084
RN;21.0;-8.656922419079411
RN;22.0;1.3395162563813017
RN;23.0;2.2689197196523674
RN;24.0;2.417925924251893
RN;25.0;0.9018511637170867
RN;26.0;1.144446695427023
RN;27.0;0.027468971041633594
RN;28.0;1.7697883460335824
RN;29.0;0.7141993443973176
RN;30.0;1.9949582299102673
RN;31.0;1.7565819088542352
RN;32.0;0.005472343680338554
RN;33.0;0.37280739214631176
RN;34.0;1.1015456774689945
RN;35.0;-0.25159122381166554
RN;36.0;-2.3307550026846204
RN;37.0;0.9110902599966515
RN;38.0;1.8058787358561217
RN;39.0;0.040968366044823235
RN;40.0;-0.46916557546738513
RN;41.0;0.9992775218268495
RN;42.0;2.5594066067452967
RN;43.0;0.9581069805061233
RN;44.0;2.0919961561089333
RN;45.0;1.859594138556389
RN;46.0;0.8655125599174873
RN;47.0;1.153373487535358
RN;48.0;0.9022052927491302
RN;49.0;0.2597107213874912
RN;50.0;0.7207058974524116
RN;51.0;2.20744704121441
RN;52.0;1.4671654690040263
RN;53.0;0.6490849050597554
RN;54.0;1.501606213210497
RN;55.0;1.6004878251003127
RN;56.0;0.4739636954957547
RN;57.0;0.8136414773070779
RO;1.0;-3.1873450734823336
RO;2.0;0.18489921712834287
RO;3.0;4.634727758576055
RO;4.0;0.8750696467052563
RO;5.0;2.330279806683812
RO;6.0;51.67476112525701
RO;7.0;1.223534599182214
RO;8.0;4.672314031286703
RO;9.0;4.543681022932361
RO;10.0;1.3497583215175695
RO;11.0;2.4949257255973976
RO;12.0;3.0018653098135815
RO;13.0;1.7482969496210163
RO;14.0;-4.217759612147496
RO;15.0;0.0
RO;18.0;1.0331334912952386
RO;19.0;1.4482627744771222
RO;20.0;1.8183094564029165
RO;21.0;2.4386296853401666
RO;22.0;0.9941322858566011
RO;23.0;2.236247097685002
RO;25.0;0.9443997767368506
RO;26.0;2.335114837122966
RO;27.0;2.977313880209434
RO;28.0;1.8259853765669263
RO;29.0;3.2853802337953093
RO;30.0;-0.43515553923888994
RO;31.0;-2.3006919711124922
RO;32.0;3.244623995973613
RO;33.0;3.3509811206840237
RO;34.0;1.4291403578008932
RO;35.0;0.9382708679918288
RO;36.0;0.7597442090992832
RO;37.0;1.8897525912180573
RO;38.0;1.8571845180801052
RO;39.0;6.826107921915628
RO;40.0;-6.3289530998638295
RO;41.0;6.188128743162376
RO;42.0;1.623761018225128
RO;43.0;3.368491532376204
RO;44.0;0.0
RO;45.0;-1.1998614530997465
RO;46.0;2.706325145178049
RO;47.0;1.3613055732613333
RO;48.0;1.466505091052845
RO;49.0;2.1425050501632446
RO;50.0;0.9581619188777069
RO;51.0;1.0547414028266182
RO;52.0;2.351984587814208
RO;53.0;3.3763806420579403
RO;54.0;1.8067155868560913
RO;55.0;1.1141193814513173
RO;56.0;1.1188852843220012
RO;57.0;2.371003064505848
RR;1.0;-5.022141888000732
RR;3.0;0.06608788193490635
RR;4.0;4.671254738371509
RR;5.0;-1.1001018036868402
RR;6.0;0.25369197373611985
RR;7.0;0.0
RR;8.0;0.6092010866045428
RR;9.0;17.816781109373238
RR;10.0;1.3276635370306948
RR;11.0;35.45669947257197
RR;13.0;11.542867825217735
RR;14.0;0.9478655139783569
RR;18.0;5.336905356652267
RR;19.0;2.048400896257588
RR;20.0;-3.408015422956801
RR;22.0;1.7122460083323086
RR;23.0;-0.8791737819603114
RR;25.0;1.2164589350116817
RR;26.0;2.3656476602598544
RR;27.0;-5.59780300640395
RR;28.0;6.673160745091259
RR;29.0;4.125088051977071
RR;30.0;1.0141255404411469
RR;31.0;-4.1180090368248585
RR;32.0;8.543603804702066
RR;33.0;6.38387572823079
RR;34.0;2.4720385254278128
RR;35.0;1.042310210964816
RR;36.0;0.0
RR;37.0;0.5983291812815925
RR;38.0;5.749364905324651
RR;40.0;0.1313124621320911
RR;42.0;2.8521357342874785
RR;43.0;6.811176466468382
RR;45.0;1.96458016529699
RR;46.0;0.14919720930576386
RR;47.0;2.0060240693791176
RR;48.0;1.3411230196138
RR;49.0;3.610585779588532
RR;50.0;-0.3804403322182841
RR;51.0;1.8819959139791251
RR;52.0;2.221800941221698
RR;53.0;1.2047442321618638
RR;54.0;2.078382396310854
RR;55.0;0.4630786859176581
RR;56.0;4.245654923630688
RR;57.0;1.7491629957682715
RS;1.0;-1.1793443289253247
RS;2.0;5.573417530830554
RS;3.0;-0.7743070053177377
RS;4.0;4.55785498969513
RS;5.0;1.3114264530422162
RS;6.0;0.12404802385869473
RS;7.0;0.40805322181970816
RS;8.0;1.2567689849850012
RS;9.0;-0.11106096176223446
RS;10.0;1.129810807911113
RS;11.0;6.276141180845457
RS;12.0;1.1656573287570318
RS;13.0;1.4495937366243798
RS;14.0;-0.6292656275661059
RS;15.0;-1.0947738488104903
RS;16.0;11.430000729076315
RS;18.0;1.9091271298980672
RS;19.0;0.19133033485599782
RS;20.0;0.6967805582505093
RS;21.0;1.1994025548307388
RS;22.0;1.3595552366519215
RS;23.0;1.2212129805690353
RS;24.0;4.577196700409897
RS;25.0;0.9556886977026018
RS;26.0;0.18366194819169834
RS;27.0;1.1549529306691966
RS;28.0;1.3748252331889876
RS;29.0;0.07873218081986533
RS;30.0;1.0123319118517706
RS;31.0;0.5105677358670633
RS;32.0;0.5113437074950529
RS;33.0;0.8204137411232928
RS;34.0;1.063599839973957
RS;35.0;2.0575027542228828
RS;36.0;0.8091280475450748
RS;37.0;1.0375011450207907
RS;38.0;1.2793495527818113
RS;39.0;5.3345483272355825
RS;40.0;0.8390949346875587
RS;41.0;1.3486575916736108
RS;42.0;0.7394332412122946
RS;43.0;0.9136971883489196
RS;44.0;1.4324807897763705
RS;45.0;2.211507462719368
RS;46.0;0.9647771442510518
RS;47.0;0.9204344183661064
RS;48.0;0.9724863119931833
RS;49.0;0.7428159254558979
RS;50.0;1.3449164138196128
RS;51.0;0.9991759338804478
RS;52.0;0.0713543110649475
RS;53.0;0.8777119898166177
RS;54.0;1.0238055317223562
RS;55.0;0.6823169486712608
RS;56.0;1.2765638092263814
RS;57.0;0.7638947394389124
SC;1.0;-1.9158074338042184
SC;2.0;0.0
SC;3.0;2.6484569964101894
SC;4.0;-0.5417851100054065
SC;5.0;4.792423359592174
SC;6.0;-20.653041425218635
SC;7.0;-0.35828107813227916
SC;8.0;2.0046118696612893
SC;9.0;-0.43032959805802307
SC;10.0;-0.6020656405548976
SC;11.0;5.854485812079133
SC;12.0;-1.1161352045442614
SC;13.0;0.05767661517902045
SC;14.0;-0.368398409971995
SC;15.0;-0.17343688630431764
SC;16.0;-0.38570248300527155
SC;18.0;1.2996890798003449
SC;19.0;1.2934549476173451
SC;20.0;0.3068030335301799
SC;21.0;0.07560812628410929
SC;22.0;1.5085194325053095
SC;23.0;0.5844380204619952
SC;24.0;2.7086314906819826
SC;25.0;0.5767420107564307
SC;26.0;0.6927450060457749
SC;27.0;0.31158872339596044
SC;28.0;1.0109787702170152
SC;29.0;1.1302001697853719
SC;30.0;0.18446364165600748
SC;31.0;1.2253025900180887
SC;32.0;-0.46287861564632404
SC;33.0;1.178555767412103
SC;34.0;0.7682684452815494
SC;35.0;0.8656493278749924
SC;36.0;0.867560560103712
SC;37.0;1.2808333835816814
SC;38.0;0.7731613784756703
SC;39.0;2.2017776409442398
SC;40.0;1.82159169965888
SC;41.0;1.259968435139946
SC;42.0;0.9612355180617875
SC;43.0;4.057126690386397
SC;44.0;0.45557575946021256
SC;45.0;1.7340963575895216
SC;46.0;0.8933130362901505
SC;47.0;0.9613212898347605
SC;48.0;1.2134157346719334
SC;49.0;2.0782266341152704
SC;50.0;1.226092376798408
SC;51.0;1.7788542453540561
SC;52.0;0.8135489728270144
SC;53.0;1.2888634598674322
SC;54.0;1.0648413781484525
SC;55.0;0.7798212155416273
SC;56.0;1.3258933666615462
SC;57.0;1.15481604195611
SE;1.0;-1.3307388030565477
SE;2.0;0.3015576346266836
SE;3.0;0.9744266956728822
SE;4.0;-0.9139908390309586
SE;5.0;0.535277112729144
SE;6.0;8.543250840907746
SE;7.0;1.2992807165056668
SE;8.0;-6.3150415920841
SE;9.0;-3.180026416637361
SE;10.0;1.258083379301084
SE;11.0;-5.235953224178104
SE;12.0;5.221830936241365
SE;13.0;-18.253717399088508
SE;14.0;1.8259866448077915
SE;15.0;0.18348618672618905
SE;16.0;2.6770567072112783
SE;18.0;2.2480452267736126
SE;19.0;-0.04165105544863046
SE;20.0;-2.07410055200873
SE;21.0;12.636354790474677
SE;22.0;2.1982895173703643
SE;23.0;0.7862262116955989
SE;24.0;4.29358615450195
SE;25.0;1.3882489513969558
SE;26.0;0.35240630040297916
SE;27.0;0.5197340177337324
SE;28.0;0.6452108346131205
SE;29.0;1.385469903620617
SE;30.0;3.301993329993741
SE;31.0;1.111847418340762
SE;32.0;7.417134548146942
SE;33.0;1.3172392148525702
SE;34.0;1.126724248240036
SE;35.0;2.0678603676544087
SE;36.0;1.1151761956246258
SE;37.0;2.9239195174215347
SE;38.0;0.9275085324805721
SE;39.0;-3.440848579581659
SE;40.0;-0.4825635597532907
SE;41.0;-0.023823097960367967
SE;42.0;2.4388871219910513
SE;43.0;1.4899897837861147
SE;44.0;1.0370921529317356
SE;45.0;-1.0893085079823095
SE;46.0;0.6932225798566929
SE;47.0;1.126395194417876
SE;48.0;1.1128478537468034
SE;49.0;0.7537918402209955
SE;50.0;0.741907600374768
SE;51.0;1.3749493878557217
SE;52.0;0.4113959876281257
SE;53.0;2.0539711463798547
SE;54.0;1.3505031185715772
SE;55.0;2.0588643553903854
SE;56.0;0.7834184608869421
SE;57.0;2.0303373033446848
SP;1.0;1.4195352412716034
SP;2.0;-1.7705339656767762
SP;3.0;2.169807002447527
SP;4.0;2.253749691573489
SP;5.0;0.6710132929685564
SP;6.0;-0.07000946641286987
SP;7.0;-0.06830785741661671
SP;8.0;-0.9297160204687316
SP;9.0;-0.4603939827144927
SP;10.0;0.8220834139523276
SP;11.0;-0.3299954910152678
SP;12.0;2.082141853396017
SP;13.0;0.4137109454604939
SP;14.0;2.9501132812380675
SP;15.0;0.1764132218539336
SP;16.0;3.9268737232106616
SP;18.0;0.7113147285189996
SP;19.0;0.5361725456195856
SP;20.0;0.42324729465426714
SP;21.0;0.8765211868769853
SP;22.0;0.8502003749250768
SP;23.0;2.1008102885481605
SP;24.0;1.317749633398396
SP;25.0;0.91173684430421
SP;26.0;1.760936155658599
SP;27.0;0.836160969939078
SP;28.0;0.6315348041317002
SP;29.0;0.8167065701774465
SP;30.0;2.04611592132143
SP;31.0;0.47374382426661654
SP;32.0;0.6101324835536719
SP;33.0;0.5832921849895811
SP;34.0;0.4954602833928661
SP;35.0;1.3575161686678356
SP;36.0;0.787373296913735
SP;37.0;0.710104286949262
SP;38.0;0.7509814248634168
SP;39.0;0.19641775944167428
SP;40.0;0.4802254754627562
SP;41.0;0.7437592105984834
SP;42.0;0.7791153633526697
SP;43.0;1.077589167100598
SP;44.0;0.6954433680829357
SP;45.0;-0.529843073789749
SP;46.0;0.8751643817701371
SP;47.0;0.8690161655843589
SP;48.0;0.9641857966062801
SP;49.0;1.0963324909935794
SP;50.0;0.8288866220018853
SP;51.0;0.9510303763083527
SP;52.0;0.946184075914779
SP;53.0;0.9159262504305516
SP;54.0;0.8614879635833717
SP;55.0;0.8568141237016853
SP;56.0;0.860106087945006
SP;57.0;0.7298691617931494
TO;1.0;-1.1574738852297486
TO;2.0;0.0
TO;3.0;4.767219928127105
TO;4.0;-0.8721142501117072
TO;5.0;-2.433645122294693
TO;6.0;4.646476789079877
TO;7.0;4.989318327796051
TO;8.0;2.180292002613754
TO;9.0;1.3187501050133221
TO;10.0;-0.16125055846926983
TO;11.0;-12.764183340079455
TO;12.0;-0.021008752412924103
TO;13.0;-0.3769762364992837
TO;14.0;-1.1941099603035426
TO;15.0;-2.806534146818115
TO;18.0;0.6239209461183748
TO;19.0;1.7529956982192552
TO;20.0;2.0419631221001637
TO;21.0;-0.30046581821031637
TO;22.0;1.2957425168966736
TO;23.0;3.983689377232608
TO;24.0;-15.20868034374687
TO;25.0;2.2997582626004247
TO;26.0;12.061690180012082
TO;27.0;2.807243028159444
TO;28.0;1.7720640538281387
TO;29.0;4.120792393884521
TO;30.0;4.892874547560943
TO;31.0;-5.490758567895406
TO;32.0;8.11145012934863
TO;33.0;5.0676890480706
TO;34.0;2.0859822634558913
TO;35.0;6.169474718242031
TO;36.0;-12.84807044113276
TO;37.0;1.317848712196139
TO;38.0;1.3662348930440817
TO;39.0;5.076615426082805
TO;40.0;2.6887964378280667
TO;41.0;6.317101399404681
TO;42.0;2.422085846825267
TO;43.0;1.2678961670292566
TO;44.0;0.19897383790958362
TO;45.0;0.80323206899822
TO;46.0;0.44477564173534834
TO;47.0;1.4397048823883907
TO;48.0;1.6298409838579904
TO;49.0;0.015004486979836251
TO;50.0;1.0913719829667157
TO;51.0;1.291490016119738
TO;52.0;1.628707197211666
TO;53.0;2.604768826679109
TO;54.0;2.586163846510363
TO;55.0;1.7346871216948276
TO;56.0;0.6275507185819578
TO;57.0;1.751898949343902
